ES,CZ,Order,Sentence,SentenceT,L
el rábano / me importa un rábano,je mi to fuk,5957,En una conversación digo el rábano.,V rozhovoru říkám je mi to fuk.,ne
los labios,rty,5958,En la foto veo los labios.,Na fotce vidím rty.,ne
pedalear,šlapat,5959,Hoy intento pedalear mejor.,Dnes se snažím šlapat lépe.,ne
pedalear,jet na kole,5960,Es importante pedalear cada día.,Je důležité jet na kole každý den.,ne
"asentir a algo, 1.asiento / asentir con la cabeza",souhlasit / souhlasně kývnout (hlavou),5961,Hoy practicamos el número asentir a algo.,Dnes procvičujeme číslo souhlasit.,ne
el puré,kaše,5962,En casa tenemos el puré.,Doma máme kaše.,ne
el puré,pyré,5963,Aquí está el puré.,Tady je pyré.,ne
"tapar / destapar, descorchar",zavřít,5964,Es importante tapar cada día.,Je důležité zavřít každý den.,ne
"tapar / destapar, descorchar",zazátkovat,5965,No es fácil tapar al principio.,Na začátku není snadné zazátkovat.,ne
"tapar / destapar, descorchar",přikrýt / odzátkovat,5966,Es importante tapar cada día.,Je důležité přikrýt každý den.,ne
alocado,bláznivý,5967,La situación parece alocado.,Situace působí bláznivý.,ne
alocado,ztřeštěný,5968,Hoy me siento alocado.,Dnes se cítím ztřeštěný.,ne
alocado,ztřeštěnec,5969,El resultado es alocado.,Výsledek je ztřeštěnec.,ne
adentro / adentros (para sus adentros ),dovnitř,5970,Hoy escucho adentro en clase.,Dnes ve třídě slyším dovnitř.,ne
adentro / adentros (para sus adentros ),uvnitř / nitro,5971,En una conversación digo adentro.,V rozhovoru říkám uvnitř.,ne
adentro / adentros (para sus adentros ),duše (sám pro sebe,5972,En una conversación digo adentro.,V rozhovoru říkám duše (sám pro sebe.,ne
adentro / adentros (para sus adentros ),v duchu),5973,En esta situación uso adentro.,V této situaci používám v duchu).,ne
la orina,moč,5974,En la foto veo la orina.,Na fotce vidím moč.,ne
el umbral / umbral del dolor,práh,5975,Hoy escucho el umbral en clase.,Dnes ve třídě slyším práh.,ne
el umbral / umbral del dolor,práh dveří / práh bolesti,5976,En esta situación uso el umbral.,V této situaci používám práh dveří.,ne
el estándar,standard,5977,Hoy intento el estándar mejor.,Dnes se snažím standard lépe.,ne
el estándar,standardní,5978,En clase aprendemos a el estándar.,Ve třídě se učíme standardní.,ne
estar en el séptimo cielo,být v sedmém nebi,5979,En esta frase usamos estar en el séptimo cielo.,V této větě používáme být v sedmém nebi.,ne
el guisante,hrách,5980,En casa tenemos el guisante.,Doma máme hrách.,ne
el guisante,hrášek,5981,En la foto veo el guisante.,Na fotce vidím hrášek.,ne
estadístico,statistický,5982,La situación parece estadístico.,Situace působí statistický.,ne
estadístico,statistik,5983,Hoy me siento estadístico.,Dnes se cítím statistik.,ne
el hilo / hilo argumental,niť,5984,Hoy escucho el hilo en clase.,Dnes ve třídě slyším niť.,ne
el hilo / hilo argumental,vlákno / dějová linie,5985,En una conversación digo el hilo.,V rozhovoru říkám vlákno.,ne
el martillo / martillo de las brujas,kladivo,5986,En esta frase usamos el martillo.,V této větě používáme kladivo.,ne
machacar,drtit,5987,Hoy intento machacar mejor.,Dnes se snažím drtit lépe.,ne
machacar,rozdrtit,5988,Hoy intento machacar mejor.,Dnes se snažím rozdrtit lépe.,ne
machacar,rozmačkat,5989,Hoy intento machacar mejor.,Dnes se snažím rozmačkat lépe.,ne
la adicción a drogas,drogová závislost,5990,En esta frase usamos la adicción a drogas.,V této větě používáme drogová závislost.,ne
ramificarse,větvit se,5991,Es importante ramificarse cada día.,Je důležité větvit se každý den.,ne
el mandado,povel,5992,Aquí está el mandado.,Tady je povel.,ne
el mandado,nařízený,5993,En la foto veo el mandado.,Na fotce vidím nařízený.,ne
el mandado,týdenní (denní) nákup,5994,Hoy necesito el mandado.,Dnes potřebuji týdenní nákup.,ne
la pomada,mastička,5995,Hoy necesito la pomada.,Dnes potřebuji mastička.,ne
aparear (se),pářit se,5996,Hoy intento aparear mejor.,Dnes se snažím pářit se lépe.,ne
aparear (se),spářit se,5997,No es fácil aparear al principio.,Na začátku není snadné spářit se.,ne
aparear (se),spárovat věci,5998,Hoy intento aparear mejor.,Dnes se snažím spárovat věci lépe.,ne
fecundar (inseminar),oplodit (uměle oplodnit),5999,Es importante fecundar cada día.,Je důležité oplodit každý den.,ne
capaz / sentirse capaz de alg,schopný / cítit se na co,6000,Hoy escucho capaz en clase.,Dnes ve třídě slyším schopný.,ne
No serás capaz! / ser capaz de cualquier cosa,Nemáš nárok,6001,En esta frase usamos No serás capaz!.,V této větě používáme Nemáš nárok.,ne
No serás capaz! / ser capaz de cualquier cosa,nezvládneš to! / být všeho schopný,6002,Hoy escucho No serás capaz! en clase.,Dnes ve třídě slyším nezvládneš to!.,ne
el paracaídas / saltar en paracaídas,padák / seskočit (s) padákem,6003,En esta frase usamos el paracaídas.,V této větě používáme padák.,ne
pisar / pisar el acelerador,šlápnout,6004,En clase aprendemos a pisar.,Ve třídě se učíme šlápnout.,ne
pisar / pisar el acelerador,zašlápnout / šlápnout na plyn,6005,En clase aprendemos a pisar.,Ve třídě se učíme zašlápnout.,ne
"mear / mearse encima (hacer pis, hacer pipi)",čurat,6006,En clase aprendemos a mear.,Ve třídě se učíme čurat.,ne
"mear / mearse encima (hacer pis, hacer pipi)",chcát / počůrat se (čůrat),6007,Hoy intento mear mejor.,Dnes se snažím chcát lépe.,ne
la leña / carbón de leña / llevar leña al monte,dříví,6008,En una conversación digo la leña.,V rozhovoru říkám dříví.,ne
la leña / carbón de leña / llevar leña al monte,dřevo / dřevěné uhlí / nosit dříví do lesa,6009,En una conversación digo la leña.,V rozhovoru říkám dřevo.,ne
el incendio,požár,6010,Aquí está el incendio.,Tady je požár.,ne
centrar se en algo,soustředit se na něco,6011,En una conversación digo centrar se en algo.,V rozhovoru říkám soustředit se na něco.,ne
mitigar / mitigar el ascenso de temperaturas,zmírnit,6012,Hoy intento mitigar mejor.,Dnes se snažím zmírnit lépe.,ne
mitigar / mitigar el ascenso de temperaturas,zmenšit / zmírnit růst teplot,6013,Hoy intento mitigar mejor.,Dnes se snažím zmenšit lépe.,ne
el despegue / pista de despegue y aterrizaje,start,6014,En una conversación digo el despegue.,V rozhovoru říkám start.,ne
el despegue / pista de despegue y aterrizaje,vzlet / vzletová a přistávací ranvej,6015,En una conversación digo el despegue.,V rozhovoru říkám vzlet.,ne
juez de instrucción / juez de línea,vyšetřující soudce / pomezní rozhodčí,6016,En una conversación digo juez de instrucción.,V rozhovoru říkám vyšetřující soudce.,ne
embarazada / quedar embarazada,těhotná / otěhotnět,6017,En esta situación uso embarazada.,V této situaci používám těhotná.,ne
enterrar,zakopat,6018,Hoy intento enterrar mejor.,Dnes se snažím zakopat lépe.,ne
enterrar,pohřbít,6019,No es fácil enterrar al principio.,Na začátku není snadné pohřbít.,ne
el diputado,poslanec,6020,En la foto veo el diputado.,Na fotce vidím poslanec.,ne
el diputado,poslankyně,6021,En la foto veo el diputado.,Na fotce vidím poslankyně.,ne
la mente / ¿Qué tiene en mente ?,mysl / Co máte na mysli?,6022,Hoy escucho la mente en clase.,Dnes ve třídě slyším mysl.,ne
la contabilidad / contabilidad por partida doble,účetnictví / podvojné účetnictví,6023,En una conversación digo la contabilidad.,V rozhovoru říkám účetnictví.,ne
coser / Es coser y cantar.,šít,6024,No es fácil coser al principio.,Na začátku není snadné šít.,ne
coser / Es coser y cantar.,ušít / To je hračka.,6025,En clase aprendemos a coser.,Ve třídě se učíme ušít.,ne
el botón / Aprieta el botón. / abrochar con botones,knoflík,6026,En esta situación uso el botón.,V této situaci používám knoflík.,ne
el botón / Aprieta el botón. / abrochar con botones,tlačítko / Stiskni tlačítko. / zapnout na knoflíky,6027,En una conversación digo el botón.,V rozhovoru říkám tlačítko.,ne
trazar / esbozar,narýsovat,6028,No es fácil trazar al principio.,Na začátku není snadné narýsovat.,ne
trazar / esbozar,načrtnout,6029,Hoy intento trazar mejor.,Dnes se snažím načrtnout lépe.,ne
trazar / esbozar,nastínit (slovně),6030,No es fácil trazar al principio.,Na začátku není snadné nastínit.,ne
tengo pensando,mám v úmyslu,6031,Hoy me siento tengo pensando.,Dnes se cítím mám v úmyslu.,ne
tengo pensando,uvažuji,6032,El resultado es tengo pensando.,Výsledek je uvažuji.,ne
tengo pensando,že ...,6033,El resultado es tengo pensando.,Výsledek je že.,ne
convocar / convocar elecciones,svolat,6034,No es fácil convocar al principio.,Na začátku není snadné svolat.,ne
convocar / convocar elecciones,vyhlásit,6035,En clase aprendemos a convocar.,Ve třídě se učíme vyhlásit.,ne
convocar / convocar elecciones,vypsat / vyhlásit volby,6036,En clase aprendemos a convocar.,Ve třídě se učíme vypsat.,ne
"tinerfeño, -ña",obyvatel Tenerife,6037,Hoy escucho tinerfeño en clase.,Dnes ve třídě slyším obyvatel Tenerife.,ne
"empresario, -ria",podnikatel,6038,En esta situación uso empresario.,V této situaci používám podnikatel.,ne
"empresario, -ria",podnikatelka,6039,Hoy escucho empresario en clase.,Dnes ve třídě slyším podnikatelka.,ne
"el pantano / el senagal, lodazal",bažina / močál,6040,Hoy escucho el pantano en clase.,Dnes ve třídě slyším bažina.,ne
gozar de (con) / gozar de autoridad / gozar a algien,užívat si čeho / požívat vážnosti / milovat se s kým,6041,En una conversación digo gozar de.,V rozhovoru říkám užívat si čeho.,ne
sensato,rozumný,6042,La situación parece sensato.,Situace působí rozumný.,ne
sensato,uvážlivý,6043,La situación parece sensato.,Situace působí uvážlivý.,ne
ignorar,nevědět,6044,En clase aprendemos a ignorar.,Ve třídě se učíme nevědět.,ne
ignorar,netušit,6045,Es importante ignorar cada día.,Je důležité netušit každý den.,ne
ignorar,nevšimnout si,6046,Hoy intento ignorar mejor.,Dnes se snažím nevšimnout si lépe.,ne
ignorar,ignorovat,6047,Es importante ignorar cada día.,Je důležité ignorovat každý den.,ne
atardecer,stmívat se,6048,No es fácil atardecer al principio.,Na začátku není snadné stmívat se.,ne
atardecer,šeřit se,6049,No es fácil atardecer al principio.,Na začátku není snadné šeřit se.,ne
atardecer,podvečer,6050,En clase aprendemos a atardecer.,Ve třídě se učíme podvečer.,ne
golfo,darebák,6051,Todo está golfo hoy.,Dnes je všechno darebák.,ne
golfo,flákač,6052,Hoy me siento golfo.,Dnes se cítím flákač.,ne
golfo,záliv,6053,La situación parece golfo.,Situace působí záliv.,ne
la bahía,zátoka,6054,En la foto veo la bahía.,Na fotce vidím zátoka.,ne
la bahía,záliv,6055,Aquí está la bahía.,Tady je záliv.,ne
el rumor,fáma,6056,En la foto veo el rumor.,Na fotce vidím fáma.,ne
el rumor,šum,6057,Hoy necesito el rumor.,Dnes potřebuji šum.,ne
el rumor,šumění (větru,6058,Hoy necesito el rumor.,Dnes potřebuji šumění (větru.,ne
el rumor,vln),6059,En la foto veo el rumor.,Na fotce vidím vln).,ne
el pijama,pyžamo,6060,Aquí está el pijama.,Tady je pyžamo.,ne
el oleaje,vlnobití,6061,Aquí está el oleaje.,Tady je vlnobití.,ne
el oleaje,příboj,6062,Aquí está el oleaje.,Tady je příboj.,ne
el impermeable,pláštěnka,6063,Aquí está el impermeable.,Tady je pláštěnka.,ne
el impermeable,vodotěsný,6064,En la foto veo el impermeable.,Na fotce vidím vodotěsný.,ne
maldito,zatracený,6065,El resultado es maldito.,Výsledek je zatracený.,ne
maldito,zpropadený,6066,La situación parece maldito.,Situace působí zpropadený.,ne
maldito,prokletý,6067,La situación parece maldito.,Situace působí prokletý.,ne
maldito,vyvrhel,6068,Hoy me siento maldito.,Dnes se cítím vyvrhel.,ne
la jarra,džbán,6069,En casa tenemos la jarra.,Doma máme džbán.,ne
la jarra,sklenice piva,6070,En la foto veo la jarra.,Na fotce vidím sklenice piva.,ne
aburrir,nudit,6071,Hoy intento aburrir mejor.,Dnes se snažím nudit lépe.,ne
aburrir,otravovat,6072,En clase aprendemos a aburrir.,Ve třídě se učíme otravovat.,ne
aburrir,omrzet,6073,Es importante aburrir cada día.,Je důležité omrzet každý den.,ne
la magnitud,velikost,6074,Aquí está la magnitud.,Tady je velikost.,ne
la magnitud,veličina,6075,En casa tenemos la magnitud.,Doma máme veličina.,ne
el alcance / al alcance de la mano / fuera del alcance de alg(n),dosah,6076,En esta situación uso el alcance.,V této situaci používám dosah.,ne
el alcance / al alcance de la mano / fuera del alcance de alg(n),záběr,6077,En esta frase usamos el alcance.,V této větě používáme záběr.,ne
el alcance / al alcance de la mano / fuera del alcance de alg(n),dostřel / na dosah ruky / mimo dosah,6078,Hoy escucho el alcance en clase.,Dnes ve třídě slyším dostřel.,ne
bobo,blbý,6079,Todo está bobo hoy.,Dnes je všechno blbý.,ne
bobo,blbeček,6080,El resultado es bobo.,Výsledek je blbeček.,ne
la nuca,týl,6081,En casa tenemos la nuca.,Doma máme týl.,ne
la nuca,šíje,6082,Aquí está la nuca.,Tady je šíje.,ne
"el perezoso / perezoso, holgazán, vago",lenochod / lenoch,6083,En esta frase usamos el perezoso.,V této větě používáme lenochod.,ne
"el perezoso / perezoso, holgazán, vago",líný,6084,En una conversación digo el perezoso.,V rozhovoru říkám líný.,ne
"el perezoso / perezoso, holgazán, vago",zahálčivý,6085,Hoy escucho el perezoso en clase.,Dnes ve třídě slyším zahálčivý.,ne
el lío / meterse en un lío / estar en un lío,problém,6086,En una conversación digo el lío.,V rozhovoru říkám problém.,ne
el lío / meterse en un lío / estar en un lío,malér / dostat se do maléru / být v bryndě,6087,En esta frase usamos el lío.,V této větě používáme malér.,ne
el pedazo / hacer pedazos,kus,6088,En esta situación uso el pedazo.,V této situaci používám kus.,ne
el pedazo / hacer pedazos,část celku / rozmlátit na kousky,6089,En esta situación uso el pedazo.,V této situaci používám část celku.,ne
el collar,náhrdelník,6090,No es fácil el collar al principio.,Na začátku není snadné náhrdelník.,ne
el collar,obojek,6091,En clase aprendemos a el collar.,Ve třídě se učíme obojek.,ne
el peinado / peinar (se) / el peine,účes,6092,En una conversación digo el peinado.,V rozhovoru říkám účes.,ne
el peinado / peinar (se) / el peine,učesaný / česat (učesat se) / hřeben,6093,Hoy escucho el peinado en clase.,Dnes ve třídě slyším učesaný.,ne
el cartel,plakát,6094,En la foto veo el cartel.,Na fotce vidím plakát.,ne
la resaca,kocovina / vyvrhel,6095,En casa tenemos la resaca.,Doma máme kocovina.,ne
aguardar,čekat,6096,Es importante aguardar cada día.,Je důležité čekat každý den.,ne
aguardar,vyčkávat,6097,Es importante aguardar cada día.,Je důležité vyčkávat každý den.,ne
aguardar,očekávat,6098,Es importante aguardar cada día.,Je důležité očekávat každý den.,ne
el instante / a pocos instantes,okamžik,6099,Hoy escucho el instante en clase.,Dnes ve třídě slyším okamžik.,ne
el instante / a pocos instantes,chvilka / krátce nato,6100,En una conversación digo el instante.,V rozhovoru říkám chvilka.,ne
"peluquero, peluquera",kadeřník,6101,En esta situación uso peluquero.,V této situaci používám kadeřník.,ne
"peluquero, peluquera",kadeřnice,6102,En esta frase usamos peluquero.,V této větě používáme kadeřnice.,ne
"peluquero, peluquera",holič,6103,Hoy escucho peluquero en clase.,Dnes ve třídě slyším holič.,ne
"peluquero, peluquera",holička,6104,En esta situación uso peluquero.,V této situaci používám holička.,ne
el aspecto,vzhled,6105,En casa tenemos el aspecto.,Doma máme vzhled.,ne
el aspecto,vzezření,6106,En casa tenemos el aspecto.,Doma máme vzezření.,ne
el aspecto,stránka,6107,Aquí está el aspecto.,Tady je stránka.,ne
el aspecto,hledisko,6108,En la foto veo el aspecto.,Na fotce vidím hledisko.,ne
la continuación / a continuación,trvání,6109,En una conversación digo la continuación.,V rozhovoru říkám trvání.,ne
la continuación / a continuación,pokračování / dále,6110,En esta situación uso la continuación.,V této situaci používám pokračování.,ne
la continuación / a continuación,následně,6111,En una conversación digo la continuación.,V rozhovoru říkám následně.,ne
conllevar,přinášet s sebou,6112,No es fácil conllevar al principio.,Na začátku není snadné přinášet s sebou.,ne
tropezar con un obstáculo / superar un obstáculo,narazit na překážku / překonat překážku,6113,En esta situación uso tropezar con un obstáculo.,V této situaci používám narazit na překážku.,ne
"medir, 1.mido",měřit,6114,En el ejercicio aparece el número medir.,V cvičení je číslo měřit.,ne
"medir, 1.mido",změřit,6115,Hoy practicamos el número medir.,Dnes procvičujeme číslo změřit.,ne
el halcón peregrino / el peregrino,sokol stěhovavý / poutník na svatá místa,6116,Hoy escucho el halcón peregrino en clase.,Dnes ve třídě slyším sokol stěhovavý.,ne
particular / en particular,osobitý,6117,Es importante particular cada día.,Je důležité osobitý každý den.,ne
particular / en particular,zvláštní / obzvlášť,6118,No es fácil particular al principio.,Na začátku není snadné zvláštní.,ne
cautivar,zaujmout,6119,Es importante cautivar cada día.,Je důležité zaujmout každý den.,ne
cautivar,upoutat,6120,En clase aprendemos a cautivar.,Ve třídě se učíme upoutat.,ne
cautivar,uchvátit,6121,Hoy intento cautivar mejor.,Dnes se snažím uchvátit lépe.,ne
cautivar,nadchnout,6122,En clase aprendemos a cautivar.,Ve třídě se učíme nadchnout.,ne
cautivar,zajmout (válka),6123,Hoy intento cautivar mejor.,Dnes se snažím zajmout lépe.,ne
la atracción / atracción turística,přitažlivost,6124,En una conversación digo la atracción.,V rozhovoru říkám přitažlivost.,ne
la atracción / atracción turística,atrakce / turistická zajímavost,6125,En una conversación digo la atracción.,V rozhovoru říkám atrakce.,ne
el escenario,jeviště,6126,Aquí está el escenario.,Tady je jeviště.,ne
el escenario,dějiště,6127,En la foto veo el escenario.,Na fotce vidím dějiště.,ne
añorar a algn (echar de menos) / te echo de menos,stýskat se po kom / stýská se mi po tobě,6128,En esta situación uso añorar a algn.,V této situaci používám stýskat se po kom.,ne
"bisabuelo, -la / bisnieto, -ta",pradědeček,6129,En una conversación digo bisabuelo.,V rozhovoru říkám pradědeček.,ne
"bisabuelo, -la / bisnieto, -ta",prababička / pravnuk,6130,En esta frase usamos bisabuelo.,V této větě používáme prababička.,ne
"bisabuelo, -la / bisnieto, -ta",pravnučka,6131,En esta frase usamos bisabuelo.,V této větě používáme pravnučka.,ne
el sobrepeso,nadváha,6132,Aquí está el sobrepeso.,Tady je nadváha.,ne
el cansancio / la fatiga,únava,6133,En una conversación digo el cansancio.,V rozhovoru říkám únava.,ne
la compulsión,nutkání,6134,En casa tenemos la compulsión.,Doma máme nutkání.,ne
la compulsión,obsese,6135,Hoy necesito la compulsión.,Dnes potřebuji obsese.,ne
granjero,statkář,6136,Hoy me siento granjero.,Dnes se cítím statkář.,ne
granjero,farmář,6137,Todo está granjero hoy.,Dnes je všechno farmář.,ne
granjero,statkářský,6138,La situación parece granjero.,Situace působí statkářský.,ne
el conde,hrabě (vyšší šlechtic),6139,En la foto veo el conde.,Na fotce vidím hrabě.,ne
someter,podrobit si,6140,No es fácil someter al principio.,Na začátku není snadné podrobit si.,ne
someter,ovládnout,6141,En clase aprendemos a someter.,Ve třídě se učíme ovládnout.,ne
someter,podřídit se,6142,No es fácil someter al principio.,Na začátku není snadné podřídit se.,ne
someter a un examen / someter a interrogatorio a algn,podrobit zkoušce / podrobit výslechu koho,6143,En esta frase usamos someter a un examen.,V této větě používáme podrobit zkoušce.,ne
la aguja / Es como buscar una aguja en un pajar.,jehla / To je jako hledat jehlu v kupce sena.,6144,En esta frase usamos la aguja.,V této větě používáme jehla.,ne
el pajar,stodola,6145,En clase aprendemos a el pajar.,Ve třídě se učíme stodola.,ne
el pajar,seník,6146,En clase aprendemos a el pajar.,Ve třídě se učíme seník.,ne
fundir,tát (sníh),6147,No es fácil fundir al principio.,Na začátku není snadné tát.,ne
fundir,rozpouštět,6148,No es fácil fundir al principio.,Na začátku není snadné rozpouštět.,ne
fundir,tavit (kov),6149,No es fácil fundir al principio.,Na začátku není snadné tavit.,ne
agotar (reservas),vyčerpat,6150,Hoy intento agotar mejor.,Dnes se snažím vyčerpat lépe.,ne
agotar (reservas),spotřebovat,6151,No es fácil agotar al principio.,Na začátku není snadné spotřebovat.,ne
agotar (reservas),dojít (zásoby),6152,Hoy intento agotar mejor.,Dnes se snažím dojít lépe.,ne
el pozo / pozo petróleo / pozo sin fondo,studna,6153,En una conversación digo el pozo.,V rozhovoru říkám studna.,ne
el pozo / pozo petróleo / pozo sin fondo,vrt / ropný vrt / bezedná studna,6154,En una conversación digo el pozo.,V rozhovoru říkám vrt.,ne
facilitar,usnadnit,6155,Hoy intento facilitar mejor.,Dnes se snažím usnadnit lépe.,ne
facilitar,ulehčit,6156,Es importante facilitar cada día.,Je důležité ulehčit každý den.,ne
facilitar,umožnit,6157,Hoy intento facilitar mejor.,Dnes se snažím umožnit lépe.,ne
facilitar,poskytnout,6158,En clase aprendemos a facilitar.,Ve třídě se učíme poskytnout.,ne
concordar,odpovídat čemu,6159,En clase aprendemos a concordar.,Ve třídě se učíme odpovídat čemu.,ne
concordar,shodovat se,6160,Es importante concordar cada día.,Je důležité shodovat se každý den.,ne
concordar,uvést v soulad,6161,Hoy intento concordar mejor.,Dnes se snažím uvést v soulad lépe.,ne
la trucha común / la trucha arco iris,pstruh obecný / pstruh duhový,6162,En esta frase usamos la trucha común.,V této větě používáme pstruh obecný.,ne
águila real / vista de águila,orel skalní / přen. orlí zrak,6163,En esta situación uso águila real.,V této situaci používám orel skalní.,ne
la mariposa,motýl,6164,Hoy necesito la mariposa.,Dnes potřebuji motýl.,ne
polinizar / polinizador,opylovat / opylovač,6165,No es fácil polinizar al principio.,Na začátku není snadné opylovat.,ne
censar,provádět sčítání (obyvatel,6166,En clase aprendemos a censar.,Ve třídě se učíme provádět sčítání (obyvatel.,ne
censar,motýlů),6167,Hoy intento censar mejor.,Dnes se snažím motýlů) lépe.,ne
la lechuga / lechuga iceberg,salát / ledový salát,6168,Hoy escucho la lechuga en clase.,Dnes ve třídě slyším salát.,ne
fresco / Es más fresco que una lechuga.,drzý,6169,En esta situación uso fresco.,V této situaci používám drzý.,ne
fresco / Es más fresco que una lechuga.,drzoun,6170,En esta situación uso fresco.,V této situaci používám drzoun.,ne
fresco / Es más fresco que una lechuga.,čerstvý / Je strašně drzý (jako opice).,6171,En una conversación digo fresco.,V rozhovoru říkám čerstvý.,ne
la oruga / tractor oruga,housenka / pásový traktor,6172,En una conversación digo la oruga.,V rozhovoru říkám housenka.,ne
implicar / estar implicado,logicky vyplývat,6173,Hoy intento implicar mejor.,Dnes se snažím logicky vyplývat lépe.,ne
implicar / estar implicado,znamenat,6174,No es fácil implicar al principio.,Na začátku není snadné znamenat.,ne
implicar / estar implicado,zamotat se,6175,En clase aprendemos a implicar.,Ve třídě se učíme zamotat se.,ne
implicar / estar implicado,zaplést se do čeho,6176,No es fácil implicar al principio.,Na začátku není snadné zaplést se do čeho.,ne
paulatino / paulatinamente,pozvolný / pozvolna,6177,En una conversación digo paulatino.,V rozhovoru říkám pozvolný.,ne
el apagón / apagar,výpadek elektřiny / vypnout,6178,En esta situación uso el apagón.,V této situaci používám výpadek elektřiny.,ne
el apagón / apagar,zhasnout,6179,Hoy escucho el apagón en clase.,Dnes ve třídě slyším zhasnout.,ne
el apagón / apagar,ztlumit,6180,En una conversación digo el apagón.,V rozhovoru říkám ztlumit.,ne
los (tres) Reyes Magos,Tři králové,6181,En esta frase usamos los Reyes Magos.,V této větě používáme Tři králové.,ne
la trinidad / la Santísima Trinidad,Nejsvětější Trojice,6182,En esta situación uso la trinidad.,V této situaci používám Nejsvětější Trojice.,ne
derribar (los muros) / el muro,povalit,6183,Hoy intento derribar mejor.,Dnes se snažím povalit lépe.,ne
derribar (los muros) / el muro,srazit (zvíře),6184,Es importante derribar cada día.,Je důležité srazit každý den.,ne
derribar (los muros) / el muro,zbořit (zdi) / stěna,6185,No es fácil derribar al principio.,Na začátku není snadné zbořit.,ne
derribar (los muros) / el muro,zeď,6186,En clase aprendemos a derribar.,Ve třídě se učíme zeď.,ne
hacer la mili,být na vojně,6187,En esta frase usamos hacer la mili.,V této větě používáme být na vojně.,ne
el rótulo,cedule,6188,En casa tenemos el rótulo.,Doma máme cedule.,ne
el rótulo,vývěsní štít,6189,En casa tenemos el rótulo.,Doma máme vývěsní štít.,ne
el paladar / Tiene el paladar muy fino.,patro v ústech / Má mlsný jazýček.,6190,Es importante el paladar cada día.,Je důležité patro v ústech každý den.,ne
la suspensión,pozastavení,6191,En casa tenemos la suspensión.,Doma máme pozastavení.,ne
la suspensión,přerušení,6192,En la foto veo la suspensión.,Na fotce vidím přerušení.,ne
la suspensión,odpružení,6193,Hoy necesito la suspensión.,Dnes potřebuji odpružení.,ne
la concesión,ústupek,6194,En casa tenemos la concesión.,Doma máme ústupek.,ne
la concesión,udělení,6195,En casa tenemos la concesión.,Doma máme udělení.,ne
la concesión,koncese,6196,Hoy necesito la concesión.,Dnes potřebuji koncese.,ne
residir en alg(n),spočívat v čem,6197,En una conversación digo residir en alg.,V rozhovoru říkám spočívat v čem.,ne
residir en alg(n),ležet na kom (povinnost),6198,Hoy escucho residir en alg en clase.,Dnes ve třídě slyším ležet na kom.,ne
el abismo / al borde del abismo,propast,6199,En esta situación uso el abismo.,V této situaci používám propast.,ne
el abismo / al borde del abismo,propastný rozdíl / na hraně,6200,En esta frase usamos el abismo.,V této větě používáme propastný rozdíl.,ne
el abismo / al borde del abismo,na kraji propasti,6201,En una conversación digo el abismo.,V rozhovoru říkám na kraji propasti.,ne
dar de alta (voluntaria),pustit z nemocnice (na revers),6202,Hoy escucho dar de alta en clase.,Dnes ve třídě slyším pustit z nemocnice.,ne
la colza,řepka olejka,6203,En la foto veo la colza.,Na fotce vidím řepka olejka.,ne
el macizo / la macizo / macizo,masiv,6204,En esta situación uso el macizo.,V této situaci používám masiv.,ne
el macizo / la macizo / macizo,záhon květin / kráska / masivní,6205,En esta situación uso el macizo.,V této situaci používám záhon květin.,ne
el macizo / la macizo / macizo,plný,6206,Hoy escucho el macizo en clase.,Dnes ve třídě slyším plný.,ne
la manzanilla,heřmánek,6207,En la foto veo la manzanilla.,Na fotce vidím heřmánek.,ne
el bol,miska,6208,En casa tenemos el bol.,Doma máme miska.,ne
rodaja de pepino,kolečko okurky,6209,Hoy escucho rodaja de pepino en clase.,Dnes ve třídě slyším kolečko okurky.,ne
el solomillo,svíčková,6210,En la foto veo el solomillo.,Na fotce vidím svíčková.,ne
el solomillo,plátek svíčkové,6211,Hoy necesito el solomillo.,Dnes potřebuji plátek svíčkové.,ne
"la salsa (de hongos, de setas, de tomate, tártara)",omáčka (houbová,6212,En una conversación digo la salsa.,V rozhovoru říkám omáčka (houbová.,ne
"la salsa (de hongos, de setas, de tomate, tártara)",tatarská,6213,En esta situación uso la salsa.,V této situaci používám tatarská.,ne
"la salsa (de hongos, de setas, de tomate, tártara)",rajská),6214,Hoy escucho la salsa en clase.,Dnes ve třídě slyším rajská).,ne
la cuba,soudek,6215,Hoy necesito la cuba.,Dnes potřebuji soudek.,ne
la cuba,bečka,6216,En la foto veo la cuba.,Na fotce vidím bečka.,ne
la cuba,cisterna,6217,Aquí está la cuba.,Tady je cisterna.,ne
el prado (la pradera),louka,6218,En esta situación uso el prado.,V této situaci používám louka.,ne
el prado (la pradera),palouk,6219,Hoy escucho el prado en clase.,Dnes ve třídě slyším palouk.,ne
el tapón,zátka,6220,En la foto veo el tapón.,Na fotce vidím zátka.,ne
el tapón,špunt,6221,En casa tenemos el tapón.,Doma máme špunt.,ne
yacer,ležet,6222,No es fácil yacer al principio.,Na začátku není snadné ležet.,ne
yacer,odpočívat,6223,Es importante yacer cada día.,Je důležité odpočívat každý den.,ne
yacer,být pochován,6224,No es fácil yacer al principio.,Na začátku není snadné být pochován.,ne
yacer,souložit,6225,No es fácil yacer al principio.,Na začátku není snadné souložit.,ne
la persiana,žaluzie,6226,Aquí está la persiana.,Tady je žaluzie.,ne
la persiana,roleta,6227,Hoy necesito la persiana.,Dnes potřebuji roleta.,ne
