ES,CZ,Order,Sentence,SentenceT,L
ahorrar / ahorrador,šetřit,4842,Hoy uso la palabra «ahorrar / ahorrador» en una frase.,Najednou dnes procvičuji slovo „šetřit“.,ne
ahorrar / ahorrador,uspořit / šetřivý,4843,"Bueno, escribo «ahorrar / ahorrador» en mi cuaderno.",Teď řeknu „uspořit / šetřivý“ a všichni rozumí.,ne
ahorrar / ahorrador,spořivý člověk,4844,"Bueno, recuerdo bien la palabra «ahorrar / ahorrador».","Řekni, dnes procvičuji slovo „spořivý člověk“.",ne
autoridades administrativas,správní úřady,4845,A veces escucho la palabra «autoridades administrativas» en clase.,"Tak, píšu „správní úřady“ do sešitu.",ne
actuar,jednat,4846,"Sabes, digo «actuar» y todos entienden.",Dnes ráno používám slovo „jednat“ ve větě.,ne
actuar,konat,4847,Esta mañana uso la palabra «actuar» en una frase.,"Víš, slyším slovo „konat“ ve třídě.",ne
actuar,počínat si,4848,"Bueno, recuerdo bien la palabra «actuar».",Vážně slyším slovo „počínat si“ ve třídě.,ne
actuar en (el) nombre de algn / actuar sin vacilar,jednat jménem koho / jednat bez zaváhání,4849,Pues escucho la palabra «actuar en (el) nombre de algn / actuar sin vacilar» en clase.,Někdy dnes procvičuji slovo „jednat jménem koho / jednat bez zaváhání“.,ne
advertir / advertir de algo,zjistit,4850,Esta mañana recuerdo bien la palabra «advertir / advertir de algo».,"Řekni, používám slovo „zjistit“ ve větě.",ne
advertir / advertir de algo,zpozorovat / upozornit na,4851,Anoche recuerdo bien la palabra «advertir / advertir de algo».,"Řekni, řeknu „zpozorovat / upozornit na“ a všichni rozumí.",ne
advertir / advertir de algo,varovat před čím,4852,"Mira, escucho la palabra «advertir / advertir de algo» en clase.","Tak, si dobře pamatuji slovo „varovat před čím“.",ne
la advertencia,výstraha,4853,"Imagínate, digo «la advertencia» y todos entienden.","Představ si, řeknu „výstraha“ a všichni rozumí.",ne
la advertencia,upozornění,4854,En serio practico hoy la palabra «la advertencia».,Dnes ráno používám slovo „upozornění“ ve větě.,ne
la advertencia,varování,4855,"Dime, practico hoy la palabra «la advertencia».",Dnes ráno si dobře pamatuji slovo „varování“.,ne
reacción en cadena / reacción alérgica,řetězová reakce / alergická reakce,4856,Siempre escribo «reacción en cadena / reacción alérgica» en mi cuaderno.,"Řekni, řeknu „řetězová reakce / alergická reakce“ a všichni rozumí.",ne
copioso,hojný,4857,"Bueno, recuerdo bien la palabra «copioso».",Dnes ráno píšu „hojný“ do sešitu.,ne
copioso,početný,4858,Casi nunca escribo «copioso» en mi cuaderno.,"Řekni, řeknu „početný“ a všichni rozumí.",ne
copioso,bohatý,4859,"Claro, practico hoy la palabra «copioso».",Najednou píšu „bohatý“ do sešitu.,ne
corona boreal / hemisferio boreal,severní polární záře / severní polokoule,4860,Entonces escucho la palabra «corona boreal / hemisferio boreal» en clase.,"Dobře, slyším slovo „severní polární záře / severní polokoule“ ve třídě.",ne
regar (el riego),zavlažovat,4861,Siempre recuerdo bien la palabra «regar (el riego)».,Včera večer si dobře pamatuji slovo „zavlažovat“.,ne
regar (el riego),zalévat,4862,"Imagínate, escucho la palabra «regar (el riego)» en clase.","Řekni, si dobře pamatuji slovo „zalévat“.",ne
la sustitución,náhrada,4863,Anoche escribo «la sustitución» en mi cuaderno.,Dnes ráno používám slovo „náhrada“ ve větě.,ne
la sustitución,výměna,4864,"Sabes, uso la palabra «la sustitución» en una frase.",Skoro nikdy dnes procvičuji slovo „výměna“.,ne
la sustitución,substituce,4865,A veces digo «la sustitución» y todos entienden.,Najednou řeknu „substituce“ a všichni rozumí.,ne
el césped,trávník,4866,Siempre escribo «el césped» en mi cuaderno.,"Poslouchej, dnes procvičuji slovo „trávník“.",ne
"ciudadano, cuidadana",občan,4867,"Imagínate, digo «ciudadano, cuidadana» y todos entienden.",Skoro nikdy používám slovo „občan“ ve větě.,ne
"ciudadano, cuidadana",občanka,4868,"Casi nunca escribo «ciudadano, cuidadana» en mi cuaderno.",Najednou dnes procvičuji slovo „občanka“.,ne
"ciudadano, cuidadana",občanský,4869,"Casi nunca escribo «ciudadano, cuidadana» en mi cuaderno.",Skoro nikdy používám slovo „občanský“ ve větě.,ne
"ciudadano, cuidadana",městský,4870,"Sabes, practico hoy la palabra «ciudadano, cuidadana».",Někdy řeknu „městský“ a všichni rozumí.,ne
"ciudadano, cuidadana",veřejný,4871,"Por fin recuerdo bien la palabra «ciudadano, cuidadana».",Někdy píšu „veřejný“ do sešitu.,ne
la voz / hablar en voz baja (alta),hlas / mluvit potichu (nahlas),4872,Anoche digo «la voz / hablar en voz baja (alta)» y todos entienden.,Včera večer používám slovo „hlas / mluvit potichu (nahlas)“ ve větě.,ne
el informe médico / el informe de revisión,lékařská zpráva / revizní zpráva,4873,Entonces escucho la palabra «el informe médico / el informe de revisión» en clase.,Vážně píšu „lékařská zpráva / revizní zpráva“ do sešitu.,ne
alentar,povzbudit,4874,Anoche escribo «alentar» en mi cuaderno.,"Představ si, dnes procvičuji slovo „povzbudit“.",ne
alentar,dodat odvahu,4875,Por fin escribo «alentar» en mi cuaderno.,Skoro nikdy slyším slovo „dodat odvahu“ ve třídě.,ne
malgastar,mrhat,4876,"Sabes, digo «malgastar» y todos entienden.",Takže používám slovo „mrhat“ ve větě.,ne
malgastar,plýtvat,4877,"Vale, escucho la palabra «malgastar» en clase.",Dnes dnes procvičuji slovo „plýtvat“.,ne
malgastar,promarnit,4878,"Claro, practico hoy la palabra «malgastar».","Dobře, používám slovo „promarnit“ ve větě.",ne
"ciervo, cierva",jelen,4879,"Vale, digo «ciervo, cierva» y todos entienden.",Skoro nikdy dnes procvičuji slovo „jelen“.,ne
"ciervo, cierva",laň,4880,"Por fin escucho la palabra «ciervo, cierva» en clase.","Víš, si dobře pamatuji slovo „laň“.",ne
"ciervo, cierva",roháč obecný,4881,"De repente escribo «ciervo, cierva» en mi cuaderno.",Konečně slyším slovo „roháč obecný“ ve třídě.,ne
la cumbre,vrchol,4882,"Vale, uso la palabra «la cumbre» en una frase.","Řekni, řeknu „vrchol“ a všichni rozumí.",ne
la cumbre,vrcholek hory,4883,Anoche escribo «la cumbre» en mi cuaderno.,Dnes ráno dnes procvičuji slovo „vrcholek hory“.,ne
la cumbre,vrcholná schůzka,4884,"Vale, recuerdo bien la palabra «la cumbre».",Najednou používám slovo „vrcholná schůzka“ ve větě.,ne
sorprender,překvapit,4885,"Mira, recuerdo bien la palabra «sorprender».","Víš, píšu „překvapit“ do sešitu.",ne
sorprender,udivit,4886,Hoy uso la palabra «sorprender» en una frase.,Najednou dnes procvičuji slovo „udivit“.,ne
la altitud,nadmořská výška,4887,Casi nunca uso la palabra «la altitud» en una frase.,Teď řeknu „nadmořská výška“ a všichni rozumí.,ne
níveo,sněžný,4888,"Sabes, digo «níveo» y todos entienden.","Víš, píšu „sněžný“ do sešitu.",ne
níveo,sněhobílý,4889,"Vale, uso la palabra «níveo» en una frase.","Poslouchej, dnes procvičuji slovo „sněhobílý“.",ne
"musulmán, musulmána",muslim,4890,"De repente escucho la palabra «musulmán, musulmána» en clase.",Někdy používám slovo „muslim“ ve větě.,ne
"musulmán, musulmána",muslimka,4891,"Casi nunca escribo «musulmán, musulmána» en mi cuaderno.","Tak, dnes procvičuji slovo „muslimka“.",ne
"musulmán, musulmána",muslimský,4892,"Por fin escucho la palabra «musulmán, musulmána» en clase.",Teď řeknu „muslimský“ a všichni rozumí.,ne
"musulmán, musulmána",islámský,4893,"Anoche escribo «musulmán, musulmána» en mi cuaderno.",Takže si dobře pamatuji slovo „islámský“.,ne
el balneario,lázně,4894,En serio recuerdo bien la palabra «el balneario».,Včera večer si dobře pamatuji slovo „lázně“.,ne
el balneario,lázeňský,4895,Por fin practico hoy la palabra «el balneario».,Vždy píšu „lázeňský“ do sešitu.,ne
atraer,přitahovat,4896,"Claro, recuerdo bien la palabra «atraer».","Tak, píšu „přitahovat“ do sešitu.",ne
atraer,přilákat,4897,"Claro, uso la palabra «atraer» en una frase.",Teď dnes procvičuji slovo „přilákat“.,ne
atraer,přivábit,4898,"Bueno, escucho la palabra «atraer» en clase.",Dnes ráno píšu „přivábit“ do sešitu.,ne
la pena,trest,4899,Entonces escribo «la pena» en mi cuaderno.,Někdy slyším slovo „trest“ ve třídě.,ne
la pena,smutek,4900,Siempre recuerdo bien la palabra «la pena».,"Tak, dnes procvičuji slovo „smutek“.",ne
la pena,trápení,4901,Siempre digo «la pena» y todos entienden.,Takže slyším slovo „trápení“ ve třídě.,ne
pena de muerte / pena de capital,trest smrti,4902,De repente practico hoy la palabra «pena de muerte / pena de capital».,"Jasně, dnes procvičuji slovo „trest smrti“.",ne
¡Qué pena ! / Vale la pena probarlo.,Je mi to líto. / To stojí za zkoušku.,4903,"Claro, recuerdo bien la palabra «¡Qué pena ! / Vale la pena probarlo.».","Dobře, používám slovo „Je mi to líto. / To stojí za zkoušku.“ ve větě.",ne
empinado,strmý,4904,De repente practico hoy la palabra «empinado».,Dnes řeknu „strmý“ a všichni rozumí.,ne
empinado,příkrý,4905,"Claro, practico hoy la palabra «empinado».",No si dobře pamatuji slovo „příkrý“.,ne
empinado,srázný,4906,Casi nunca uso la palabra «empinado» en una frase.,"Řekni, píšu „srázný“ do sešitu.",ne
empinado,vztyčený,4907,A veces digo «empinado» y todos entienden.,Vážně používám slovo „vztyčený“ ve větě.,ne
el peñasco,skalisko,4908,"Mira, digo «el peñasco» y todos entienden.",No používám slovo „skalisko“ ve větě.,ne
la ascensión,výstup,4909,De repente recuerdo bien la palabra «la ascensión».,Konečně používám slovo „výstup“ ve větě.,ne
la ascensión,na nebe vstoupení,4910,Siempre recuerdo bien la palabra «la ascensión».,Teď dnes procvičuji slovo „na nebe vstoupení“.,ne
"retorcer, 1.retuerzo",překroutit,4911,"Siempre uso la palabra «retorcer, 1.retuerzo» en una frase.","Představ si, používám slovo „překroutit“ ve větě.",ne
"retorcer, 1.retuerzo",zkroutit,4912,"Sabes, practico hoy la palabra «retorcer, 1.retuerzo».",Skoro nikdy dnes procvičuji slovo „zkroutit“.,ne
"retorcer, 1.retuerzo",stočit,4913,"Claro, escucho la palabra «retorcer, 1.retuerzo» en clase.","Dobře, si dobře pamatuji slovo „stočit“.",ne
"retorcer, 1.retuerzo",svíjet se,4914,"Vale, escribo «retorcer, 1.retuerzo» en mi cuaderno.","Hele, řeknu „svíjet se“ a všichni rozumí.",ne
la joya / alhaja,šperk,4915,"Mira, escucho la palabra «la joya / alhaja» en clase.","Tak, dnes procvičuji slovo „šperk“.",ne
la joya / alhaja,klenot,4916,Anoche escucho la palabra «la joya / alhaja» en clase.,"Jasně, slyším slovo „klenot“ ve třídě.",ne
la taberna,hospoda,4917,Entonces escribo «la taberna» en mi cuaderno.,Dnes ráno řeknu „hospoda“ a všichni rozumí.,ne
la taberna,hostinec,4918,"Sabes, escucho la palabra «la taberna» en clase.","Řekni, slyším slovo „hostinec“ ve třídě.",ne
el sendero,stezka,4919,"Bueno, recuerdo bien la palabra «el sendero».",Vážně si dobře pamatuji slovo „stezka“.,ne
el sendero,cestička,4920,"Dime, practico hoy la palabra «el sendero».",Teď dnes procvičuji slovo „cestička“.,ne
el sendero,pěšinka,4921,"Sabes, digo «el sendero» y todos entienden.","Tak, slyším slovo „pěšinka“ ve třídě.",ne
escaso / la escasez,nepatrný,4922,Siempre digo «escaso / la escasez» y todos entienden.,"Dobře, píšu „nepatrný“ do sešitu.",ne
escaso / la escasez,vzácný,4923,A veces uso la palabra «escaso / la escasez» en una frase.,Vážně používám slovo „vzácný“ ve větě.,ne
escaso / la escasez,necelý,4924,"Vale, escribo «escaso / la escasez» en mi cuaderno.","Dobře, si dobře pamatuji slovo „necelý“.",ne
escaso / la escasez,skromný / nedostatek,4925,"Mira, recuerdo bien la palabra «escaso / la escasez».",Skoro nikdy dnes procvičuji slovo „skromný / nedostatek“.,ne
escaso / la escasez,nouze,4926,Entonces escribo «escaso / la escasez» en mi cuaderno.,"Tak, řeknu „nouze“ a všichni rozumí.",ne
el minero,horník,4927,"Imagínate, practico hoy la palabra «el minero».",Skoro nikdy si dobře pamatuji slovo „horník“.,ne
el minero,havíř,4928,En serio digo «el minero» y todos entienden.,Vážně používám slovo „havíř“ ve větě.,ne
el minero,hornický,4929,Esta mañana practico hoy la palabra «el minero».,Takže slyším slovo „hornický“ ve třídě.,ne
artesanal,řemeslný,4930,Anoche practico hoy la palabra «artesanal».,Skoro nikdy řeknu „řemeslný“ a všichni rozumí.,ne
artesanal,řemesnický,4931,"Vale, digo «artesanal» y todos entienden.","Řekni, píšu „řemesnický“ do sešitu.",ne
la ramera,kurva,4932,Por fin digo «la ramera» y todos entienden.,Dnes slyším slovo „kurva“ ve třídě.,ne
la ramera,děvka,4933,"Oye, practico hoy la palabra «la ramera».","Poslouchej, řeknu „děvka“ a všichni rozumí.",ne
la ramera,šlapka,4934,"Bueno, uso la palabra «la ramera» en una frase.","Jasně, používám slovo „šlapka“ ve větě.",ne
la manta,deka,4935,"Sabes, uso la palabra «la manta» en una frase.","Jasně, píšu „deka“ do sešitu.",ne
la manta,pokrývka,4936,A veces recuerdo bien la palabra «la manta».,Najednou dnes procvičuji slovo „pokrývka“.,ne
la manta,přehoz,4937,"Vale, escucho la palabra «la manta» en clase.",Včera večer používám slovo „přehoz“ ve větě.,ne
la manta,rejnok,4938,Siempre digo «la manta» y todos entienden.,Vždy píšu „rejnok“ do sešitu.,ne
la alcachofa,artyčok,4939,Anoche escucho la palabra «la alcachofa» en clase.,Včera večer si dobře pamatuji slovo „artyčok“.,ne
guisado,vařený,4940,De repente escucho la palabra «guisado» en clase.,Vždy píšu „vařený“ do sešitu.,ne
guisado,dušený,4941,Hoy uso la palabra «guisado» en una frase.,"Jasně, používám slovo „dušený“ ve větě.",ne
la vaina,lusk,4942,"Imagínate, escucho la palabra «la vaina» en clase.",Dnes dnes procvičuji slovo „lusk“.,ne
la vaina,pochva meče,4943,"Mira, digo «la vaina» y todos entienden.","Poslouchej, řeknu „pochva meče“ a všichni rozumí.",ne
el bizcocho,piškot,4944,Ahora recuerdo bien la palabra «el bizcocho».,Někdy píšu „piškot“ do sešitu.,ne
hallar / hallar culpable por alg,najít,4945,Por fin uso la palabra «hallar / hallar culpable por alg» en una frase.,Teď řeknu „najít“ a všichni rozumí.,ne
hallar / hallar culpable por alg,nalézt,4946,En serio recuerdo bien la palabra «hallar / hallar culpable por alg».,"Víš, používám slovo „nalézt“ ve větě.",ne
hallar / hallar culpable por alg,shledat / shledat vinným z čeho,4947,"Dime, digo «hallar / hallar culpable por alg» y todos entienden.",No používám slovo „shledat / shledat vinným z čeho“ ve větě.,ne
el hallazgo,nález,4948,Hoy escucho la palabra «el hallazgo» en clase.,Skoro nikdy používám slovo „nález“ ve větě.,ne
el hallazgo,nalezení,4949,Entonces escucho la palabra «el hallazgo» en clase.,"Dobře, řeknu „nalezení“ a všichni rozumí.",ne
el hallazgo,objev,4950,Anoche digo «el hallazgo» y todos entienden.,Skoro nikdy si dobře pamatuji slovo „objev“.,ne
"profundo, hondo / plato hondo",hluboký / hluboký talíř,4951,"En serio escribo «profundo, hondo / plato hondo» en mi cuaderno.",Najednou slyším slovo „hluboký / hluboký talíř“ ve třídě.,ne
ermitaño,poustevník,4952,Entonces escucho la palabra «ermitaño» en clase.,Najednou slyším slovo „poustevník“ ve třídě.,ne
ermitaño,samotář,4953,Siempre escucho la palabra «ermitaño» en clase.,"Poslouchej, používám slovo „samotář“ ve větě.",ne
a mi parecer,podle mého soudu,4954,"Mira, escucho la palabra «a mi parecer» en clase.",Takže píšu „podle mého soudu“ do sešitu.,ne
la tela (de araña),látka,4955,"Bueno, uso la palabra «la tela (de araña)» en una frase.","Jasně, dnes procvičuji slovo „látka“.",ne
la tela (de araña),tkanina,4956,Entonces uso la palabra «la tela (de araña)» en una frase.,"Jasně, řeknu „tkanina“ a všichni rozumí.",ne
la tela (de araña),pavučina,4957,"Dime, practico hoy la palabra «la tela (de araña)».",Vážně používám slovo „pavučina“ ve větě.,ne
ligar con / ligar / ligado,flirtovat,4958,"Imagínate, escribo «ligar con / ligar / ligado» en mi cuaderno.",Dnes píšu „flirtovat“ do sešitu.,ne
ligar con / ligar / ligado,mít pletky s / svázat,4959,"Imagínate, practico hoy la palabra «ligar con / ligar / ligado».",Skoro nikdy používám slovo „mít pletky s / svázat“ ve větě.,ne
ligar con / ligar / ligado,spojit / spojený,4960,"Dime, escribo «ligar con / ligar / ligado» en mi cuaderno.","Dobře, používám slovo „spojit / spojený“ ve větě.",ne
ligar con / ligar / ligado,souvisí,4961,"Bueno, uso la palabra «ligar con / ligar / ligado» en una frase.",Skoro nikdy dnes procvičuji slovo „souvisí“.,ne
revelar / revelar un secreto,odhalit,4962,Hoy uso la palabra «revelar / revelar un secreto» en una frase.,Teď dnes procvičuji slovo „odhalit“.,ne
revelar / revelar un secreto,prozradit / prozradit tajemství,4963,"Bueno, escucho la palabra «revelar / revelar un secreto» en clase.","Představ si, si dobře pamatuji slovo „prozradit / prozradit tajemství“.",ne
cortejar a mujer,dvořit se ženě,4964,Por fin digo «cortejar a mujer» y todos entienden.,Dnes píšu „dvořit se ženě“ do sešitu.,ne
hacer caso a alg(n),souhlasit,4965,"Bueno, escribo «hacer caso a alg(n)» en mi cuaderno.",Konečně píšu „souhlasit“ do sešitu.,ne
hacer caso a alg(n),být srozuměný,4966,Hoy escucho la palabra «hacer caso a alg(n)» en clase.,Skoro nikdy píšu „být srozuměný“ do sešitu.,ne
hacer caso a alg(n),věmovat pozornost,4967,En serio escucho la palabra «hacer caso a alg(n)» en clase.,"Víš, používám slovo „věmovat pozornost“ ve větě.",ne
hacer caso a alg(n),všímat si,4968,"Oye, recuerdo bien la palabra «hacer caso a alg(n)».",Dnes používám slovo „všímat si“ ve větě.,ne
mentalizar,vštípit komu co,4969,"Dime, escucho la palabra «mentalizar» en clase.","Jasně, dnes procvičuji slovo „vštípit komu co“.",ne
considerar (como),zvážit,4970,"Sabes, practico hoy la palabra «considerar (como)».","Hele, řeknu „zvážit“ a všichni rozumí.",ne
considerar (como),uvážit,4971,Anoche escribo «considerar (como)» en mi cuaderno.,Skoro nikdy používám slovo „uvážit“ ve větě.,ne
considerar (como),brát zřetel,4972,Casi nunca escucho la palabra «considerar (como)» en clase.,"Řekni, řeknu „brát zřetel“ a všichni rozumí.",ne
considerar (como),zohlednit (považovat za),4973,"Mira, escucho la palabra «considerar (como)» en clase.",Teď používám slovo „zohlednit (považovat za)“ ve větě.,ne
considerar conveniente,uznat za vhodné,4974,Siempre uso la palabra «considerar conveniente» en una frase.,Konečně dnes procvičuji slovo „uznat za vhodné“.,ne
el cangrejo / estar rojo como un cangrejo,rak,4975,"Bueno, recuerdo bien la palabra «el cangrejo / estar rojo como un cangrejo».",Včera večer řeknu „rak“ a všichni rozumí.,ne
el cangrejo / estar rojo como un cangrejo,krab / být červený jako rak,4976,"Vale, recuerdo bien la palabra «el cangrejo / estar rojo como un cangrejo».","Jasně, slyším slovo „krab / být červený jako rak“ ve třídě.",ne
interrumpir,přerušit,4977,"Vale, practico hoy la palabra «interrumpir».",Vždy slyším slovo „přerušit“ ve třídě.,ne
pinchar / pinchar el neumático,bodnout,4978,De repente uso la palabra «pinchar / pinchar el neumático» en una frase.,Takže používám slovo „bodnout“ ve větě.,ne
pinchar / pinchar el neumático,píchnout,4979,"Claro, escucho la palabra «pinchar / pinchar el neumático» en clase.","Hele, řeknu „píchnout“ a všichni rozumí.",ne
pinchar / pinchar el neumático,kliknout myší / píchnout pneumatiku,4980,"Vale, escucho la palabra «pinchar / pinchar el neumático» en clase.","Tak, slyším slovo „kliknout myší / píchnout pneumatiku“ ve třídě.",ne
la base / a base de alg,základ,4981,Por fin escucho la palabra «la base / a base de alg» en clase.,Dnes používám slovo „základ“ ve větě.,ne
la base / a base de alg,podklad,4982,De repente practico hoy la palabra «la base / a base de alg».,Vždy si dobře pamatuji slovo „podklad“.,ne
la base / a base de alg,základna / na základě čeho,4983,Anoche practico hoy la palabra «la base / a base de alg».,Skoro nikdy si dobře pamatuji slovo „základna / na základě čeho“.,ne
desempeñar / desempeñar el papel principal,zastávat,4984,"Vale, escribo «desempeñar / desempeñar el papel principal» en mi cuaderno.","Jasně, píšu „zastávat“ do sešitu.",ne
desempeñar / desempeñar el papel principal,vykonávat,4985,Hoy practico hoy la palabra «desempeñar / desempeñar el papel principal».,"Víš, píšu „vykonávat“ do sešitu.",ne
desempeñar / desempeñar el papel principal,hrát / hrát hlavní roli,4986,"Vale, uso la palabra «desempeñar / desempeñar el papel principal» en una frase.",Skoro nikdy používám slovo „hrát / hrát hlavní roli“ ve větě.,ne
el desempeño,výkon,4987,"Mira, practico hoy la palabra «el desempeño».","Víš, si dobře pamatuji slovo „výkon“.",ne
el desempeño,funkce pověření,4988,"Imagínate, digo «el desempeño» y todos entienden.",Dnes řeknu „funkce pověření“ a všichni rozumí.,ne
crucial,klíčový,4989,"Mira, uso la palabra «crucial» en una frase.","Řekni, píšu „klíčový“ do sešitu.",ne
crucial,zásadní,4990,Pues recuerdo bien la palabra «crucial».,Dnes slyším slovo „zásadní“ ve třídě.,ne
la hoja,list,4991,Pues escucho la palabra «la hoja» en clase.,No slyším slovo „list“ ve třídě.,ne
la hoja,nať,4992,"Bueno, escucho la palabra «la hoja» en clase.",Dnes ráno používám slovo „nať“ ve větě.,ne
solitario,opuštěný,4993,"Dime, digo «solitario» y todos entienden.","Tak, používám slovo „opuštěný“ ve větě.",ne
solitario,osamělý,4994,Esta mañana uso la palabra «solitario» en una frase.,Dnes slyším slovo „osamělý“ ve třídě.,ne
solitario,samotář,4995,Ahora digo «solitario» y todos entienden.,No používám slovo „samotář“ ve větě.,ne
cavar,kopat,4996,Entonces recuerdo bien la palabra «cavar».,"Poslouchej, používám slovo „kopat“ ve větě.",ne
cavar,okopat,4997,"Bueno, escucho la palabra «cavar» en clase.","Hele, si dobře pamatuji slovo „okopat“.",ne
cavar,vyhloubit,4998,Hoy practico hoy la palabra «cavar».,Někdy slyším slovo „vyhloubit“ ve třídě.,ne
cavar,zkypřit,4999,De repente digo «cavar» y todos entienden.,"Tak, používám slovo „zkypřit“ ve větě.",ne
"requerir / el requerimiento (žádost, požadavek)",vyžadovat,5000,"Oye, digo «requerir / el requerimiento (žádost, požadavek)» y todos entienden.",Najednou dnes procvičuji slovo „vyžadovat“.,ne
"requerir / el requerimiento (žádost, požadavek)",potřebovat,5001,"Siempre uso la palabra «requerir / el requerimiento (žádost, požadavek)» en una frase.",Najednou používám slovo „potřebovat“ ve větě.,ne
"requerir / el requerimiento (žádost, požadavek)",požadovat,5002,"Mira, escribo «requerir / el requerimiento (žádost, požadavek)» en mi cuaderno.","Řekni, píšu „požadovat“ do sešitu.",ne
"requerir / el requerimiento (žádost, požadavek)",žádat si,5003,"Bueno, uso la palabra «requerir / el requerimiento (žádost, požadavek)» en una frase.",Konečně používám slovo „žádat si“ ve větě.,ne
"requerir / el requerimiento (žádost, požadavek)",vyžádat (si),5004,"De repente digo «requerir / el requerimiento (žádost, požadavek)» y todos entienden.",Teď dnes procvičuji slovo „vyžádat (si)“.,ne
vincular / está estrechamente vinculado,spojit,5005,Por fin recuerdo bien la palabra «vincular / está estrechamente vinculado».,Někdy dnes procvičuji slovo „spojit“.,ne
vincular / está estrechamente vinculado,dát do souvislosti / je úzce spojený,5006,Casi nunca escucho la palabra «vincular / está estrechamente vinculado» en clase.,"Řekni, dnes procvičuji slovo „dát do souvislosti / je úzce spojený“.",ne
la orilla,břeh,5007,"Mira, escribo «la orilla» en mi cuaderno.",Najednou dnes procvičuji slovo „břeh“.,ne
mutar,mutovat,5008,Por fin escribo «mutar» en mi cuaderno.,Vážně slyším slovo „mutovat“ ve třídě.,ne
mutar,změnit,5009,Entonces digo «mutar» y todos entienden.,Konečně dnes procvičuji slovo „změnit“.,ne
mutar,přeměnit (se),5010,"Bueno, recuerdo bien la palabra «mutar».",No slyším slovo „přeměnit (se)“ ve třídě.,ne
la envergadura / envergadura de alas,dosah,5011,Esta mañana uso la palabra «la envergadura / envergadura de alas» en una frase.,"Víš, používám slovo „dosah“ ve větě.",ne
la envergadura / envergadura de alas,význam,5012,Esta mañana digo «la envergadura / envergadura de alas» y todos entienden.,Skoro nikdy dnes procvičuji slovo „význam“.,ne
la envergadura / envergadura de alas,důležitost / rozpětí křídel,5013,"Vale, recuerdo bien la palabra «la envergadura / envergadura de alas».",Dnes si dobře pamatuji slovo „důležitost / rozpětí křídel“.,ne
la tonelada / el tonel,tuna / bečka,5014,"Oye, recuerdo bien la palabra «la tonelada / el tonel».","Víš, slyším slovo „tuna / bečka“ ve třídě.",ne
la tonelada / el tonel,sud,5015,Por fin escucho la palabra «la tonelada / el tonel» en clase.,Vážně řeknu „sud“ a všichni rozumí.,ne
la tonelada / el tonel,tlusťoch,5016,Esta mañana digo «la tonelada / el tonel» y todos entienden.,Někdy řeknu „tlusťoch“ a všichni rozumí.,ne
la anchura / el ancho (ensanchar),šířka / šíře,5017,"Bueno, practico hoy la palabra «la anchura / el ancho (ensanchar)».",Dnes řeknu „šířka / šíře“ a všichni rozumí.,ne
la anchura / el ancho (ensanchar),šířka,5018,De repente escribo «la anchura / el ancho (ensanchar)» en mi cuaderno.,Dnes používám slovo „šířka“ ve větě.,ne
la anchura / el ancho (ensanchar),široký (rozšiřovat),5019,"Dime, escribo «la anchura / el ancho (ensanchar)» en mi cuaderno.",Dnes ráno slyším slovo „široký (rozšiřovat)“ ve třídě.,ne
el cascarón / Aún no ha salido del cascarón,skořápka vejce / ještě mu teče mléko po bradě,5020,"Imagínate, uso la palabra «el cascarón / Aún no ha salido del cascarón» en una frase.","Tak, píšu „skořápka vejce / ještě mu teče mléko po bradě“ do sešitu.",ne
débil / debilitar,slabý / oslabit,5021,"Vale, recuerdo bien la palabra «débil / debilitar».",No slyším slovo „slabý / oslabit“ ve třídě.,ne
débil / debilitar,zeslabit,5022,"Vale, uso la palabra «débil / debilitar» en una frase.",Někdy používám slovo „zeslabit“ ve větě.,ne
notablemente,významně,5023,"Imagínate, escribo «notablemente» en mi cuaderno.","Řekni, píšu „významně“ do sešitu.",ne
notablemente,značně,5024,Casi nunca practico hoy la palabra «notablemente».,No řeknu „značně“ a všichni rozumí.,ne
notablemente,závažně,5025,"Bueno, uso la palabra «notablemente» en una frase.","Poslouchej, slyším slovo „závažně“ ve třídě.",ne
contribuir,přispět,5026,Anoche escribo «contribuir» en mi cuaderno.,Teď používám slovo „přispět“ ve větě.,ne
silvestre,divoký,5027,De repente digo «silvestre» y todos entienden.,Takže dnes procvičuji slovo „divoký“.,ne
silvestre,planě rostoucí,5028,A veces escucho la palabra «silvestre» en clase.,Teď dnes procvičuji slovo „planě rostoucí“.,ne
la carroña,mršina,5029,En serio recuerdo bien la palabra «la carroña».,"Jasně, používám slovo „mršina“ ve větě.",ne
la carroña,zdechlina,5030,Esta mañana uso la palabra «la carroña» en una frase.,Konečně si dobře pamatuji slovo „zdechlina“.,ne
el alce (alerce = modřín),los,5031,"Oye, escucho la palabra «el alce (alerce = modřín)» en clase.",Včera večer píšu „los“ do sešitu.,ne
la cornamenta,rohy,5032,"Imagínate, uso la palabra «la cornamenta» en una frase.","Řekni, slyším slovo „rohy“ ve třídě.",ne
la cornamenta,parohy,5033,Siempre escucho la palabra «la cornamenta» en clase.,Dnes ráno slyším slovo „parohy“ ve třídě.,ne
el hocico / ¡Cierra el hocico !,čumák,5034,"Oye, digo «el hocico / ¡Cierra el hocico !» y todos entienden.",Včera večer píšu „čumák“ do sešitu.,ne
