Id,InfFR,Tense,Number,Person,Pronoun,Form,Sentence,SentenceT
v035-11,attendre,present,P,1,nous,attendons,Nous attendons une lettre.,My čekáme na dopis.
v035-12,attendre,present,P,1,nous,attendons,Nous attendons un message.,My čekáme na zprávu.
v035-13,attendre,present,P,2,vous,attendez,Vous attendez le repas.,Vy čekáte na jídlo.
v035-14,attendre,present,P,2,vous,attendez,Vous attendez le café.,Vy čekáte na kávu.
v035-15,attendre,present,P,2,vous,attendez,Vous attendez le dessert.,Vy čekáte na dezert.
v035-16,attendre,present,P,3,ils,attendent,Ils attendent les vacances.,Oni čekají na dovolenou.
v035-17,attendre,present,P,3,elles,attendent,Elles attendent la fin du film.,Ony čekají na konec filmu.
v035-18,attendre,present,P,3,ils,attendent,Ils attendent le soleil.,Oni čekají na slunce.
v036-01,sortir,present,S,1,je,sors,Je sors de la maison.,Já vycházím z domu.
v036-02,sortir,present,S,1,je,sors,Je sors de l'école.,Já vycházím ze školy.
v036-03,sortir,present,S,1,je,sors,Je sors du magasin.,Já vycházím z obchodu.
v036-04,sortir,present,S,2,tu,sors,Tu sors du jardin.,Ty vycházíš ze zahrady.
v036-05,sortir,present,S,2,tu,sors,Tu sors du parc.,Ty vycházíš z parku.
v036-06,sortir,present,S,2,tu,sors,Tu sors de la gare.,Ty vycházíš z nádraží.
v036-07,sortir,present,S,3,il,sort,Il sort du café.,On vychází z kavárny.
v036-08,sortir,present,S,3,elle,sort,Elle sort du restaurant.,Ona vychází z restaurace.
v036-09,sortir,present,S,3,il,sort,Il sort du cinéma.,On vychází z kina.
v036-10,sortir,present,P,1,nous,sortons,Nous sortons de la chambre.,My vycházíme z pokoje.
v036-11,sortir,present,P,1,nous,sortons,Nous sortons de la cuisine.,My vycházíme z kuchyně.
v036-12,sortir,present,P,1,nous,sortons,Nous sortons de la salle de bains.,My vycházíme z koupelny.
v036-13,sortir,present,P,2,vous,sortez,Vous sortez du musée.,Vy vycházíte z muzea.
v036-14,sortir,present,P,2,vous,sortez,Vous sortez de la banque.,Vy vycházíte z banky.
v036-15,sortir,present,P,2,vous,sortez,Vous sortez de la poste.,Vy vycházíte z pošty.
v036-16,sortir,present,P,3,ils,sortent,Ils sortent du bureau.,Oni vycházejí z kanceláře.
v036-17,sortir,present,P,3,elles,sortent,Elles sortent de l'hôtel.,Ony vycházejí z hotelu.
v036-18,sortir,present,P,3,ils,sortent,Ils sortent de la bibliothèque.,Oni vycházejí z knihovny.
v037-01,vivre,present,S,1,je,vis,Je vis à Paris.,Já žiji v Paříži.
v037-02,vivre,present,S,1,je,vis,Je vis à Prague.,Já žiji v Praze.
v037-03,vivre,present,S,1,je,vis,Je vis à Rome.,Já žiji v Římě.
v037-04,vivre,present,S,2,tu,vis,Tu vis en France.,Ty žiješ ve Francii.
v037-05,vivre,present,S,2,tu,vis,Tu vis en Italie.,Ty žiješ v Itálii.
v037-06,vivre,present,S,2,tu,vis,Tu vis en Espagne.,Ty žiješ ve Španělsku.
v037-07,vivre,present,S,3,il,vit,Il vit en ville.,On žije ve městě.
v037-08,vivre,present,S,3,elle,vit,Elle vit à la campagne.,Ona žije na venkově.
v037-09,vivre,present,S,3,il,vit,Il vit près de la mer.,On žije blízko moře.
v037-10,vivre,present,P,1,nous,vivons,Nous vivons dans une maison.,My žijeme v domě.
v037-11,vivre,present,P,1,nous,vivons,Nous vivons dans un appartement.,My žijeme v bytě.
v037-12,vivre,present,P,1,nous,vivons,Nous vivons près d'un parc.,My žijeme blízko parku.
v037-13,vivre,present,P,2,vous,vivez,Vous vivez avec un ami.,Vy žijete s kamarádem.
v037-14,vivre,present,P,2,vous,vivez,Vous vivez avec les enfants.,Vy žijete s dětmi.
v037-15,vivre,present,P,2,vous,vivez,Vous vivez avec un chien.,Vy žijete se psem.
v037-16,vivre,present,P,3,ils,vivent,Ils vivent ici depuis un an.,Oni žijí tady už rok.
v037-17,vivre,present,P,3,elles,vivent,Elles vivent loin de la ville.,Ony žijí daleko od města.
v037-18,vivre,present,P,3,ils,vivent,Ils vivent près d'une rivière.,Oni žijí blízko řeky.
v038-01,entrer,present,S,1,j',entre,J'entre dans la maison.,Já vstupuji do domu.
v038-02,entrer,present,S,1,j',entre,J'entre dans l'école.,Já vstupuji do školy.
v038-03,entrer,present,S,1,j',entre,J'entre dans le magasin.,Já vstupuji do obchodu.
v038-04,entrer,present,S,2,tu,entres,Tu entres dans le jardin.,Ty vstupuješ do zahrady.
v038-05,entrer,present,S,2,tu,entres,Tu entres dans le parc.,Ty vstupuješ do parku.
v038-06,entrer,present,S,2,tu,entres,Tu entres dans la gare.,Ty vstupuješ do nádražní budovy.
v038-07,entrer,present,S,3,il,entre,Il entre dans le café.,On vstupuje do kavárny.
v038-08,entrer,present,S,3,elle,entre,Elle entre dans le restaurant.,Ona vstupuje do restaurace.
v038-09,entrer,present,S,3,il,entre,Il entre dans le cinéma.,On vstupuje do kina.
v038-10,entrer,present,P,1,nous,entrons,Nous entrons dans la chambre.,My vstupujeme do pokoje.
v038-11,entrer,present,P,1,nous,entrons,Nous entrons dans la cuisine.,My vstupujeme do kuchyně.
v038-12,entrer,present,P,1,nous,entrons,Nous entrons dans la salle de bains.,My vstupujeme do koupelny.
v038-13,entrer,present,P,2,vous,entrez,Vous entrez dans le musée.,Vy vstupujete do muzea.
v038-14,entrer,present,P,2,vous,entrez,Vous entrez dans la banque.,Vy vstupujete do banky.
v038-15,entrer,present,P,2,vous,entrez,Vous entrez dans la poste.,Vy vstupujete na poštu.
v038-16,entrer,present,P,3,ils,entrent,Ils entrent dans le bureau.,Oni vstupují do kanceláře.
v038-17,entrer,present,P,3,elles,entrent,Elles entrent dans l'hôtel.,Ony vstupují do hotelu.
v038-18,entrer,present,P,3,ils,entrent,Ils entrent dans la bibliothèque.,Oni vstupují do knihovny.
v039-01,reprendre,present,S,1,je,reprends,Je reprends du pain.,Já si znovu beru chleba.
v039-02,reprendre,present,S,1,je,reprends,Je reprends du fromage.,Já si znovu beru sýr.
v039-03,reprendre,present,S,1,je,reprends,Je reprends de la soupe.,Já si znovu beru polévku.
v039-04,reprendre,present,S,2,tu,reprends,Tu reprends du riz.,Ty si znovu bereš rýži.
v039-05,reprendre,present,S,2,tu,reprends,Tu reprends de la salade.,Ty si znovu bereš salát.
v039-06,reprendre,present,S,2,tu,reprends,Tu reprends du gâteau.,Ty si znovu bereš dort.
v039-07,reprendre,present,S,3,il,reprend,Il reprend un peu de café.,On si znovu bere trochu kávy.
v039-08,reprendre,present,S,3,elle,reprend,Elle reprend un peu de thé.,Ona si znovu bere trochu čaje.
v039-09,reprendre,present,S,3,il,reprend,Il reprend un peu d'eau.,On si znovu bere trochu vody.
v039-10,reprendre,present,P,1,nous,reprenons,Nous reprenons du pain.,My si znovu bereme chleba.
v039-11,reprendre,present,P,1,nous,reprenons,Nous reprenons du fromage.,My si znovu bereme sýr.
v039-12,reprendre,present,P,1,nous,reprenons,Nous reprenons de la soupe.,My si znovu bereme polévku.
v039-13,reprendre,present,P,2,vous,reprenez,Vous reprenez du riz.,Vy si znovu berete rýži.
v039-14,reprendre,present,P,2,vous,reprenez,Vous reprenez de la salade.,Vy si znovu berete salát.
v039-15,reprendre,present,P,2,vous,reprenez,Vous reprenez du gâteau.,Vy si znovu berete dort.
v039-16,reprendre,present,P,3,ils,reprennent,Ils reprennent un peu de café.,Oni si znovu berou trochu kávy.
v039-17,reprendre,present,P,3,elles,reprennent,Elles reprennent un peu de thé.,Ony si znovu berou trochu čaje.
v039-18,reprendre,present,P,3,ils,reprennent,Ils reprennent un peu d'eau.,Oni si znovu berou trochu vody.
v040-01,porter,present,S,1,je,porte,Je porte un sac.,Já nesu tašku.
v040-02,porter,present,S,1,je,porte,Je porte une valise.,Já nesu kufr.
v040-03,porter,present,S,1,je,porte,Je porte une boîte.,Já nesu krabici.
v040-04,porter,present,S,2,tu,portes,Tu portes un livre.,Ty neseš knihu.
v040-05,porter,present,S,2,tu,portes,Tu portes une chaise.,Ty neseš židli.
v040-06,porter,present,S,2,tu,portes,Tu portes une table.,Ty neseš stůl.
v040-07,porter,present,S,3,il,porte,Il porte une tasse.,On nese šálek.
v040-08,porter,present,S,3,elle,porte,Elle porte une assiette.,Ona nese talíř.
v040-09,porter,present,S,3,il,porte,Il porte une bouteille.,On nese láhev.
v040-10,porter,present,P,1,nous,portons,Nous portons un panier.,My neseme košík.
v040-11,porter,present,P,1,nous,portons,Nous portons un bébé.,My neseme miminko.
v040-12,porter,present,P,1,nous,portons,Nous portons un petit chien.,My neseme malého psa.
v040-13,porter,present,P,2,vous,portez,Vous portez des fleurs.,Vy nesete květiny.
v040-14,porter,present,P,2,vous,portez,Vous portez des fruits.,Vy nesete ovoce.
v040-15,porter,present,P,2,vous,portez,Vous portez des légumes.,Vy nesete zeleninu.
v040-16,porter,present,P,3,ils,portent,Ils portent du bois.,Oni nesou dřevo.
v040-17,porter,present,P,3,elles,portent,Elles portent une lampe.,Ony nesou lampu.
v040-18,porter,present,P,3,ils,portent,Ils portent une couverture.,Oni nesou deku.
v041-01,chercher,present,S,1,je,cherche,Je cherche une clé.,Já hledám klíč.
v041-02,chercher,present,S,1,je,cherche,Je cherche un livre.,Já hledám knihu.
v041-03,chercher,present,S,1,je,cherche,Je cherche un stylo.,Já hledám pero.
v041-04,chercher,present,S,2,tu,cherches,Tu cherches un sac.,Ty hledáš tašku.
v041-05,chercher,present,S,2,tu,cherches,Tu cherches un téléphone.,Ty hledáš telefon.
v041-06,chercher,present,S,2,tu,cherches,Tu cherches une carte.,Ty hledáš mapu.
v041-07,chercher,present,S,3,il,cherche,Il cherche la gare.,On hledá nádraží.
v041-08,chercher,present,S,3,elle,cherche,Elle cherche la poste.,Ona hledá poštu.
v041-09,chercher,present,S,3,il,cherche,Il cherche un hôtel.,On hledá hotel.
v041-10,chercher,present,P,1,nous,cherchons,Nous cherchons un restaurant.,My hledáme restauraci.
v041-11,chercher,present,P,1,nous,cherchons,Nous cherchons un café.,My hledáme kavárnu.
v041-12,chercher,present,P,1,nous,cherchons,Nous cherchons un magasin.,My hledáme obchod.
v041-13,chercher,present,P,2,vous,cherchez,Vous cherchez une chambre.,Vy hledáte pokoj.
v041-14,chercher,present,P,2,vous,cherchez,Vous cherchez une place.,Vy hledáte místo.
v041-15,chercher,present,P,2,vous,cherchez,Vous cherchez un travail.,Vy hledáte práci.
v041-16,chercher,present,P,3,ils,cherchent,Ils cherchent une réponse.,Oni hledají odpověď.
v041-17,chercher,present,P,3,elles,cherchent,Elles cherchent une solution.,Ony hledají řešení.
v041-18,chercher,present,P,3,ils,cherchent,Ils cherchent une idée.,Oni hledají nápad.
v042-01,revenir,present,S,1,je,reviens,Je reviens de l'école.,Já se vracím ze školy.
v042-02,revenir,present,S,1,je,reviens,Je reviens du travail.,Já se vracím z práce.
v042-03,revenir,present,S,1,je,reviens,Je reviens du magasin.,Já se vracím z obchodu.
v042-04,revenir,present,S,2,tu,reviens,Tu reviens du parc.,Ty se vracíš z parku.
v042-05,revenir,present,S,2,tu,reviens,Tu reviens de la gare.,Ty se vracíš z nádraží.
v042-06,revenir,present,S,2,tu,reviens,Tu reviens du marché.,Ty se vracíš z trhu.
v042-07,revenir,present,S,3,il,revient,Il revient de la plage.,On se vrací z pláže.
v042-08,revenir,present,S,3,elle,revient,Elle revient du cinéma.,Ona se vrací z kina.
v042-09,revenir,present,S,3,il,revient,Il revient du restaurant.,On se vrací z restaurace.
v042-10,revenir,present,P,1,nous,revenons,Nous revenons à pied.,My se vracíme pěšky.
v042-11,revenir,present,P,1,nous,revenons,Nous revenons en bus.,My se vracíme autobusem.
v042-12,revenir,present,P,1,nous,revenons,Nous revenons en train.,My se vracíme vlakem.
v042-13,revenir,present,P,2,vous,revenez,Vous revenez à midi.,Vy se vracíte v poledne.
v042-14,revenir,present,P,2,vous,revenez,Vous revenez le soir.,Vy se vracíte večer.
v042-15,revenir,present,P,2,vous,revenez,Vous revenez à six heures.,Vy se vracíte v šest hodin.
v042-16,revenir,present,P,3,ils,reviennent,Ils reviennent avec Paul.,Oni se vracejí s Paulem.
v042-17,revenir,present,P,3,elles,reviennent,Elles reviennent avec Marie.,Ony se vracejí s Marií.
v042-18,revenir,present,P,3,ils,reviennent,Ils reviennent avec les enfants.,Oni se vracejí s dětmi.
v043-01,appeler,present,S,1,j',appelle,J'appelle le médecin.,Já volám lékaři.
v043-02,appeler,present,S,1,j',appelle,J'appelle le professeur.,Já volám učiteli.
v043-03,appeler,present,S,1,j',appelle,J'appelle un ami.,Já volám kamarádovi.
v043-04,appeler,present,S,2,tu,appelles,Tu appelles Paul.,Ty voláš Paulovi.
v043-05,appeler,present,S,2,tu,appelles,Tu appelles Marie.,Ty voláš Marii.
v043-06,appeler,present,S,2,tu,appelles,Tu appelles Luc.,Ty voláš Lucovi.
v043-07,appeler,present,S,3,il,appelle,Il appelle un voisin.,On volá sousedovi.
v043-08,appeler,present,S,3,elle,appelle,Elle appelle une voisine.,Ona volá sousedce.
v043-09,appeler,present,S,3,il,appelle,Il appelle la police.,On volá policii.
v043-10,appeler,present,P,1,nous,appelons,Nous appelons le médecin.,My voláme lékaři.
v043-11,appeler,present,P,1,nous,appelons,Nous appelons le professeur.,My voláme učiteli.
v043-12,appeler,present,P,1,nous,appelons,Nous appelons un ami.,My voláme kamarádovi.
v043-13,appeler,present,P,2,vous,appelez,Vous appelez Paul.,Vy voláte Paulovi.
v043-14,appeler,present,P,2,vous,appelez,Vous appelez Marie.,Vy voláte Marii.
v043-15,appeler,present,P,2,vous,appelez,Vous appelez Luc.,Vy voláte Lucovi.
v043-16,appeler,present,P,3,ils,appellent,Ils appellent un voisin.,Oni volají sousedovi.
v043-17,appeler,present,P,3,elles,appellent,Elles appellent une voisine.,Ony volají sousedce.
v043-18,appeler,present,P,3,ils,appellent,Ils appellent la police.,Oni volají policii.
v044-01,mourir,present,S,1,je,meurs,Je meurs de faim.,Já umírám hlady.
v044-02,mourir,present,S,1,je,meurs,Je meurs de soif.,Já umírám žízní.
v044-03,mourir,present,S,1,je,meurs,Je meurs de froid.,Já umírám zimou.
v044-04,mourir,present,S,2,tu,meurs,Tu meurs de faim.,Ty umíráš hlady.
v044-05,mourir,present,S,2,tu,meurs,Tu meurs de soif.,Ty umíráš žízní.
v044-06,mourir,present,S,2,tu,meurs,Tu meurs de froid.,Ty umíráš zimou.
v044-07,mourir,present,S,3,il,meurt,Il meurt de faim.,On umírá hlady.
v044-08,mourir,present,S,3,elle,meurt,Elle meurt de soif.,Ona umírá žízní.
v044-09,mourir,present,S,3,il,meurt,Il meurt de froid.,On umírá zimou.
v044-10,mourir,present,P,1,nous,mourons,Nous mourons de faim.,My umíráme hlady.
v044-11,mourir,present,P,1,nous,mourons,Nous mourons de soif.,My umíráme žízní.
v044-12,mourir,present,P,1,nous,mourons,Nous mourons de froid.,My umíráme zimou.
v044-13,mourir,present,P,2,vous,mourez,Vous mourez de faim.,Vy umíráte hlady.
v044-14,mourir,present,P,2,vous,mourez,Vous mourez de soif.,Vy umíráte žízní.
v044-15,mourir,present,P,2,vous,mourez,Vous mourez de froid.,Vy umíráte zimou.
v044-16,mourir,present,P,3,ils,meurent,Ils meurent de faim.,Oni umírají hlady.
v044-17,mourir,present,P,3,elles,meurent,Elles meurent de soif.,Ony umírají žízní.
v044-18,mourir,present,P,3,ils,meurent,Ils meurent de froid.,Oni umírají zimou.
v045-01,partir,present,S,1,je,pars,Je pars de la maison.,Já odcházím z domu.
v045-02,partir,present,S,1,je,pars,Je pars de l'école.,Já odcházím ze školy.
v045-03,partir,present,S,1,je,pars,Je pars du travail.,Já odcházím z práce.
v045-04,partir,present,S,2,tu,pars,Tu pars du jardin.,Ty odcházíš ze zahrady.
v045-05,partir,present,S,2,tu,pars,Tu pars du parc.,Ty odcházíš z parku.
v045-06,partir,present,S,2,tu,pars,Tu pars du magasin.,Ty odcházíš z obchodu.
v045-07,partir,present,S,3,il,part,Il part du café.,On odchází z kavárny.
v045-08,partir,present,S,3,elle,part,Elle part du restaurant.,Ona odchází z restaurace.
v045-09,partir,present,S,3,il,part,Il part du cinéma.,On odchází z kina.
v045-10,partir,present,P,1,nous,partons,Nous partons à huit heures.,My odcházíme v osm hodin.
v045-11,partir,present,P,1,nous,partons,Nous partons à midi.,My odcházíme v poledne.
v045-12,partir,present,P,1,nous,partons,Nous partons le soir.,My odcházíme večer.
v045-13,partir,present,P,2,vous,partez,Vous partez avec Paul.,Vy odcházíte s Paulem.
v045-14,partir,present,P,2,vous,partez,Vous partez avec Marie.,Vy odcházíte s Marií.
v045-15,partir,present,P,2,vous,partez,Vous partez avec les enfants.,Vy odcházíte s dětmi.
v045-16,partir,present,P,3,ils,partent,Ils partent en avance.,Oni odcházejí s předstihem.
v045-17,partir,present,P,3,elles,partent,Elles partent après le repas.,Ony odcházejí po jídle.
v045-18,partir,present,P,3,ils,partent,Ils partent sans bruit.,Oni odcházejí bez hluku.
v046-01,jeter,present,S,1,je,jette,Je jette une balle.,Já házím míč.
v046-02,jeter,present,S,1,je,jette,Je jette une pierre dans l'eau.,Já házím kámen do vody.
v046-03,jeter,present,S,1,je,jette,Je jette du pain aux oiseaux.,Já házím chleba ptákům.
v046-04,jeter,present,S,2,tu,jettes,Tu jettes un papier à la poubelle.,Ty házíš papír do koše.
v046-05,jeter,present,S,2,tu,jettes,Tu jettes une vieille boîte à la poubelle.,Ty házíš starou krabici do koše.
v046-06,jeter,present,S,2,tu,jettes,Tu jettes une pomme pourrie à la poubelle.,Ty házíš shnilé jablko do koše.
v046-07,jeter,present,S,3,il,jette,Il jette un bâton au chien.,On hází klacek psovi.
v046-08,jeter,present,S,3,elle,jette,Elle jette une boule de neige.,Ona hází sněhovou kouli.
v046-09,jeter,present,S,3,il,jette,Il jette une branche au feu.,On hází větev do ohně.
v046-10,jeter,present,P,1,nous,jetons,Nous jetons une balle.,My házíme míč.
v046-11,jeter,present,P,1,nous,jetons,Nous jetons une pierre dans l'eau.,My házíme kámen do vody.
v046-12,jeter,present,P,1,nous,jetons,Nous jetons du pain aux oiseaux.,My házíme chleba ptákům.
v046-13,jeter,present,P,2,vous,jetez,Vous jetez un papier à la poubelle.,Vy házíte papír do koše.
v046-14,jeter,present,P,2,vous,jetez,Vous jetez une vieille boîte à la poubelle.,Vy házíte starou krabici do koše.
v046-15,jeter,present,P,2,vous,jetez,Vous jetez une pomme pourrie à la poubelle.,Vy házíte shnilé jablko do koše.
v046-16,jeter,present,P,3,ils,jettent,Ils jettent un bâton au chien.,Oni házejí klacek psovi.
v046-17,jeter,present,P,3,elles,jettent,Elles jettent une boule de neige.,Ony házejí sněhovou kouli.
v046-18,jeter,present,P,3,ils,jettent,Ils jettent une branche au feu.,Oni házejí větev do ohně.
v047-01,suivre,present,S,1,je,suis,Je suis le guide.,Já sleduji průvodce.
v047-02,suivre,present,S,1,je,suis,Je suis Paul.,Já sleduji Paula.
v047-03,suivre,present,S,1,je,suis,Je suis Marie.,Já sleduji Marii.
v047-04,suivre,present,S,2,tu,suis,Tu suis le chemin.,Ty sleduješ cestu.
v047-05,suivre,present,S,2,tu,suis,Tu suis les flèches.,Ty sleduješ šipky.
v047-06,suivre,present,S,2,tu,suis,Tu suis les traces dans la neige.,Ty sleduješ stopy ve sněhu.
v047-07,suivre,present,S,3,il,suit,Il suit un match.,On sleduje zápas.
v047-08,suivre,present,S,3,elle,suit,Elle suit une émission.,Ona sleduje pořad.
v047-09,suivre,present,S,3,il,suit,Il suit une série.,On sleduje seriál.
v047-10,suivre,present,P,1,nous,suivons,Nous suivons le guide.,My sledujeme průvodce.
v047-11,suivre,present,P,1,nous,suivons,Nous suivons Paul.,My sledujeme Paula.
v047-12,suivre,present,P,1,nous,suivons,Nous suivons Marie.,My sledujeme Marii.
v047-13,suivre,present,P,2,vous,suivez,Vous suivez le chemin.,Vy sledujete cestu.
v047-14,suivre,present,P,2,vous,suivez,Vous suivez les flèches.,Vy sledujete šipky.
v047-15,suivre,present,P,2,vous,suivez,Vous suivez les traces dans la neige.,Vy sledujete stopy ve sněhu.
v047-16,suivre,present,P,3,ils,suivent,Ils suivent un match.,Oni sledují zápas.
v047-17,suivre,present,P,3,elles,suivent,Elles suivent une émission.,Ony sledují pořad.
v047-18,suivre,present,P,3,ils,suivent,Ils suivent une série.,Oni sledují seriál.
v048-01,écrire,present,S,1,j',écris,J'écris une lettre.,Já píšu dopis.
v048-02,écrire,present,S,1,j',écris,J'écris un message.,Já píšu zprávu.
v048-03,écrire,present,S,1,j',écris,J'écris une carte.,Já píšu pohlednici.
v048-04,écrire,present,S,2,tu,écris,Tu écris une phrase.,Ty píšeš větu.
v048-05,écrire,present,S,2,tu,écris,Tu écris un mot.,Ty píšeš slovo.
v048-06,écrire,present,S,2,tu,écris,Tu écris une question.,Ty píšeš otázku.
v048-07,écrire,present,S,3,il,écrit,Il écrit une réponse.,On píše odpověď.
v048-08,écrire,present,S,3,elle,écrit,Elle écrit une liste.,Ona píše seznam.
v048-09,écrire,present,S,3,il,écrit,Il écrit une recette.,On píše recept.
v048-10,écrire,present,P,1,nous,écrivons,Nous écrivons une histoire.,My píšeme příběh.
v048-11,écrire,present,P,1,nous,écrivons,Nous écrivons un livre.,My píšeme knihu.
v048-12,écrire,present,P,1,nous,écrivons,Nous écrivons un poème.,My píšeme báseň.
v048-13,écrire,present,P,2,vous,écrivez,Vous écrivez sur une feuille.,Vy píšete na list papíru.
v048-14,écrire,present,P,2,vous,écrivez,Vous écrivez dans un cahier.,Vy píšete do sešitu.
v048-15,écrire,present,P,2,vous,écrivez,Vous écrivez au tableau.,Vy píšete na tabuli.
v048-16,écrire,present,P,3,ils,écrivent,Ils écrivent avec un stylo.,Oni píšou perem.
v048-17,écrire,present,P,3,elles,écrivent,Elles écrivent avec un crayon.,Ony píšou tužkou.
v048-18,écrire,present,P,3,ils,écrivent,Ils écrivent en français.,Oni píšou francouzsky.
v049-01,montrer,present,S,1,je,montre,Je montre une photo.,Já ukazuji fotografii.
v049-02,montrer,present,S,1,je,montre,Je montre un dessin.,Já ukazuji kresbu.
v049-03,montrer,present,S,1,je,montre,Je montre une carte.,Já ukazuji mapu.
v049-04,montrer,present,S,2,tu,montres,Tu montres un livre.,Ty ukazuješ knihu.
v049-05,montrer,present,S,2,tu,montres,Tu montres une lettre.,Ty ukazuješ dopis.
v049-06,montrer,present,S,2,tu,montres,Tu montres un message.,Ty ukazuješ zprávu.
v049-07,montrer,present,S,3,il,montre,Il montre le chemin.,On ukazuje cestu.
v049-08,montrer,present,S,3,elle,montre,Elle montre la maison.,Ona ukazuje dům.
v049-09,montrer,present,S,3,il,montre,Il montre le jardin.,On ukazuje zahradu.
v049-10,montrer,present,P,1,nous,montrons,Nous montrons un jouet.,My ukazujeme hračku.
v049-11,montrer,present,P,1,nous,montrons,Nous montrons une fleur.,My ukazujeme květinu.
v049-12,montrer,present,P,1,nous,montrons,Nous montrons un oiseau.,My ukazujeme ptáka.
v049-13,montrer,present,P,2,vous,montrez,Vous montrez une nouvelle robe.,Vy ukazujete nové šaty.
v049-14,montrer,present,P,2,vous,montrez,Vous montrez un nouveau vélo.,Vy ukazujete nové kolo.
v049-15,montrer,present,P,2,vous,montrez,Vous montrez une belle pierre.,Vy ukazujete hezký kámen.
v049-16,montrer,present,P,3,ils,montrent,Ils montrent une page.,Oni ukazují stránku.
v049-17,montrer,present,P,3,elles,montrent,Elles montrent un mot.,Ony ukazují slovo.
v049-18,montrer,present,P,3,ils,montrent,Ils montrent un exemple.,Oni ukazují příklad.
v050-01,tomber,present,S,1,je,tombe,Je tombe dans l'eau.,Já padám do vody.
v050-02,tomber,present,S,1,je,tombe,Je tombe dans la neige.,Já padám do sněhu.
v050-03,tomber,present,S,1,je,tombe,Je tombe dans l'herbe.,Já padám do trávy.
v050-04,tomber,present,S,2,tu,tombes,Tu tombes sur le sol.,Ty padáš na zem.
v050-05,tomber,present,S,2,tu,tombes,Tu tombes sur le tapis.,Ty padáš na koberec.
v050-06,tomber,present,S,2,tu,tombes,Tu tombes sur le sable.,Ty padáš do písku.
v050-07,tomber,present,S,3,il,tombe,Il tombe du vélo.,On padá z kola.
v050-08,tomber,present,S,3,elle,tombe,Elle tombe de la chaise.,Ona padá ze židle.
v050-09,tomber,present,S,3,il,tombe,Il tombe sur les genoux.,On padá na kolena.
v050-10,tomber,present,P,1,nous,tombons,Nous tombons dans l'eau.,My padáme do vody.
v050-11,tomber,present,P,1,nous,tombons,Nous tombons dans la neige.,My padáme do sněhu.
v050-12,tomber,present,P,1,nous,tombons,Nous tombons dans l'herbe.,My padáme do trávy.
v050-13,tomber,present,P,2,vous,tombez,Vous tombez sur le sol.,Vy padáte na zem.
v050-14,tomber,present,P,2,vous,tombez,Vous tombez sur le tapis.,Vy padáte na koberec.
v050-15,tomber,present,P,2,vous,tombez,Vous tombez sur le sable.,Vy padáte do písku.
v050-16,tomber,present,P,3,ils,tombent,Ils tombent du vélo.,Oni padají z kola.
v050-17,tomber,present,P,3,elles,tombent,Elles tombent de la chaise.,Ony padají ze židle.
v050-18,tomber,present,P,3,ils,tombent,Ils tombent sur les genoux.,Oni padají na kolena.
v051-01,ouvrir,present,S,1,j',ouvre,J'ouvre la porte.,Já otvírám dveře.
v051-02,ouvrir,present,S,1,j',ouvre,J'ouvre la fenêtre.,Já otvírám okno.
v051-03,ouvrir,present,S,1,j',ouvre,J'ouvre le livre.,Já otvírám knihu.
v051-04,ouvrir,present,S,2,tu,ouvres,Tu ouvres le sac.,Ty otvíráš tašku.
v051-05,ouvrir,present,S,2,tu,ouvres,Tu ouvres la valise.,Ty otvíráš kufr.
v051-06,ouvrir,present,S,2,tu,ouvres,Tu ouvres la boîte.,Ty otvíráš krabici.
v051-07,ouvrir,present,S,3,il,ouvre,Il ouvre la bouteille.,On otvírá láhev.
v051-08,ouvrir,present,S,3,elle,ouvre,Elle ouvre le paquet.,Ona otvírá balíček.
v051-09,ouvrir,present,S,3,il,ouvre,Il ouvre la lettre.,On otvírá dopis.
v051-10,ouvrir,present,P,1,nous,ouvrons,Nous ouvrons le magasin.,My otvíráme obchod.
v051-11,ouvrir,present,P,1,nous,ouvrons,Nous ouvrons le café.,My otvíráme kavárnu.
v051-12,ouvrir,present,P,1,nous,ouvrons,Nous ouvrons le restaurant.,My otvíráme restauraci.
v051-13,ouvrir,present,P,2,vous,ouvrez,Vous ouvrez le tiroir.,Vy otvíráte zásuvku.
v051-14,ouvrir,present,P,2,vous,ouvrez,Vous ouvrez le placard.,Vy otvíráte skříň.
v051-15,ouvrir,present,P,2,vous,ouvrez,Vous ouvrez le frigo.,Vy otvíráte lednici.
v051-16,ouvrir,present,P,3,ils,ouvrent,Ils ouvrent le parapluie.,Oni otvírají deštník.
v051-17,ouvrir,present,P,3,elles,ouvrent,Elles ouvrent le journal.,Ony otvírají noviny.
v051-18,ouvrir,present,P,3,ils,ouvrent,Ils ouvrent le cahier.,Oni otvírají sešit.
v052-01,arrêter,present,S,1,j',arrête,J'arrête la voiture.,Já zastavuji auto.
v052-02,arrêter,present,S,1,j',arrête,J'arrête le vélo.,Já zastavuji kolo.
v052-03,arrêter,present,S,1,j',arrête,J'arrête le bus.,Já zastavuji autobus.
v052-04,arrêter,present,S,2,tu,arrêtes,Tu arrêtes le jeu.,Ty zastavuješ hru.
v052-05,arrêter,present,S,2,tu,arrêtes,Tu arrêtes le travail.,Ty zastavuješ práci.
v052-06,arrêter,present,S,2,tu,arrêtes,Tu arrêtes la machine.,Ty zastavuješ stroj.
v052-07,arrêter,present,S,3,il,arrête,Il arrête le moteur.,On zastavuje motor.
v052-08,arrêter,present,S,3,elle,arrête,Elle arrête la musique.,Ona zastavuje hudbu.
